project_id,name,coingecko-id,description,token_image_url,ticker,website_url,webapp_url,contract_url,coingecko_url,llama_url,dune_url,rekt_url,whitepaper_url,github_url,docs_url,twitter_url,discord_url,telegram_url,medium_url,tag1,tag2,tag3,tag4
55,Token terminal,,Token Terminal is a platform that aggregates financial data on the leading blockchains and decentralized applications (dapps). Their aim is to provide access to standardized metrics that enable users to easily quantify and compare the performance of different blockchains and decentralized applications.,,,https://www.tokenterminal.com/,,,,,,,,,,,,,,defi-tool,metrics,,
56,Graph protocol,the-graph,"The Graph is an indexing protocol for querying networks like Ethereum and IPFS. Anyone can build and publish open APIs, called subgraphs, making data easily accessible.",https://miro.medium.com/fit/c/160/160/1*uOUrHJwAlNPBiGzl3slkWw.png,GRT,https://thegraph.com/,,,,,,,,,,,,,,developer,infrastructure,,
57,Radicle,radicle,"Radicle is a peer-to-peer stack for building software together. For unstoppable, permissionless, decentralized open-source development. Forget platforms. Easily share your code without relying on a third party. No central servers, no censorship. Built on Git, backed by public-key crypto",https://pbs.twimg.com/profile_images/1372563232850870274/aREQff_C_400x400.jpg,RAD,https://radicle.xyz/,,,,,,,,,,,,,,developer,tooling,,
58,Sourcify,,Sourcify is a decentralized automated contract verification service,,,https://sourcify.dev/,,,,,,,,https://github.com/ethereum/sourcify,,https://twitter.com/sourcifyeth,,,,developer,tooling,,
59,Tenderly,,"Comprehensive Ethereum Developer Platform for real-time monitoring, alerting, debugging, and simulating Smart Contracts",,,https://dashboard.tenderly.co/explorer,,,,,,,,,,,,,,developer,tooling,,
60,Austin Griffith's ETH repos,,"Includes scaffold-etc, a forkable Ethereum dev stack focused on fast product iterations, eth.build an educational sandbox for building on web3. Visually understand how Ethereum works by doing",,,https://github.com/austintgriffith,,,,,,,,,,,,,,developer,tooling,,
61,Solidity,,Solidity is a statically-typed curly-braces programming language designed for developing smart contracts that run on Ethereum,https://docs.soliditylang.org/en/v0.4.24/_images/logo.svg,,https://soliditylang.org/,,,,,,,,,,,,,,developer,tooling,,
62,Open zeppelin,,"OpenZeppelin provides security products to build, automate, and operate decentralized applications. We also protect leading organizations by performing security audits on their systems and products",https://openzeppelin.com/images/card.jpg,,https://openzeppelin.com/,,,,,,,,,,,,,,developer,tooling,,
63,Ethers-io,,The ethers.js library aims to be a complete and compact library for interacting with the Ethereum Blockchain and its ecosystem. It was originally designed for use with ethers.io and has since expanded into a more general-purpose library,,,https://github.com/ethers-io,,,,,,,,,,,,,,developer,tooling,,
64,Infura,,"The foundation for decentralized apps. Fast, high availability Ethereum infrastructure. Connect your app instantly, with a single line of code",https://static.blockgeeks.com/wp-content/uploads/2020/03/infura_logo_black.png,,https://infura.io/,,,,,,,,,,,,,,developer,tooling,,
65,CryptoJobs,,"CryptoJobs is the #1 website for blockchain jobs. We believe the emergence of blockchain technology and decentralized applications will change the world as we know it, and it’s already happening. We’re on a mission to connect talented individuals to the best blockchain projects, to accelerate the advent of a more decentralized world.",,,https://crypto.jobs/,,,,,,,,,,,,,,developer,jobs,,
66,ConsensSys' Ethereum Developer Tools List,,"A guide to available tools, components, patterns, and platforms for developing applications on Ethereum.",,,https://github.com/ConsenSys/ethereum-developer-tools-list,,,,,,,,,,,,,,developer,tooling,,
67,OfficerCIA's DeFi Developer Road Map,,Here we collect and discuss the best DeFi & Blockchain researches and tools - contributions are welcome (maintained by @officer_cia),,,https://github.com/OffcierCia/DeFi-Developer-Road-Map,,,,,,,,,,,,,,developer,learning,,
68,Solidity by Example,,An introduction to Solidity with simple examples.,,,https://solidity-by-example.org/,,,,,,,,,,,,,,developer,learning,,
69,Solidity docs,,"The official documentation documentation for Solidity. Solidity is an object-oriented, high-level language for implementing smart contracts. Smart contracts are programs which govern the behaviour of accounts within the Ethereum state.",,,https://solidity.readthedocs.io/,,,,,,,,,,,,,,developer,learning,,
70,OpenZeppelin Contracts,,OpenZeppelin Contracts is a library for secure smart contract development. Build on a solid foundation of community-vetted code.,,,https://github.com/OpenZeppelin/openzeppelin-contracts,,,,,,,,,,,,,,developer,tooling,,
71,Remix,,Browser-based IDE with integrated compiler and Solidity runtime environment without server-side components.,,,https://remix.ethereum.org/,,,,,,,,,,,,,,developer,tooling,,
72,CryptoZombies,,CryptoZombies is an interactive school that teaches you all things technical about blockchains. Learn to make smart contracts in Solidity or Libra by making your own crypto-collectibles game.,,,https://cryptozombies.io/,,,,,,,,,,,,,,developer,learning,,
73,Capture the Ether,,Capture the Ether is a game in which you hack Ethereum smart contracts to learn about security. It's meant to be both fun and educational.,,,https://capturetheether.com/,,,,,,,,,,,,,,developer,learning,,
74,ETH.Build,,An Educational Sandbox For Web3... And Much More. 👉Drag-and-Drop Programming 🧩 Open Source Building Blocks 🧐 Visually Understand How Ethereum Works,,,https://eth.build/,,,,,,,,,,,,,,developer,learning,,
75,Scaffold-ETH,,A forkable Ethereum dev stack focused on fast product iterations by Austin Griffith.,,,http://scaffoldeth.io/,,,,,,,,,,,,,,developer,tooling,,
76,Brownie,,Brownie is a Python-based development and testing framework for smart contracts targeting the Ethereum Virtual Machine.,,,https://eth-brownie.readthedocs.io/,,,,,,,,,,,,,,developer,tooling,,
77,Truffle,,"The Truffle Suite gets developers from idea to dapp as comfortably as possible. Truffle is a development environment, testing framework and asset pipeline for Ethereum, aiming to make life as an Ethereum developer easier. Ganache is a personal blockchain for Ethereum development you can use to deploy contracts, develop your applications, and run tests. It is available as both a desktop application as well as a command-line tool.",,,https://www.trufflesuite.com/,,,,,,,,,,,,,,developer,tooling,,
78,Hardhat,,"Hardhat is a development environment to compile, deploy, test, and debug your Ethereum software. It helps developers manage and automate the recurring tasks that are inherent to the process of building smart contracts and dApps, as well as easily introducing more functionality around this workflow. This means compiling, running and testing smart contracts at the very core.",,,https://hardhat.org/,,,,,,,,,,,,,,developer,tooling,,
79,dapptools,,"dapptools is a suite of Ethereum focused CLI tools following the Unix design philosophy, favoring composability, configurability and extensibility.",,,https://github.com/dapphub/dapptools,,,,,,,,,,,,,,developer,tooling,,
80,Bright id,,BrightID is a social identity network that allows you to prove that you’re only using one account.,https://pbs.twimg.com/profile_images/1204130517253160960/Yu5Aw2Co.jpg,,https://www.brightid.org/,,,,,,,,,,,,,,developer,identity,,
81,Matcha,,Matcha aggregates all the offers from various liquidity sources and merges them into one trade,https://dappimg.com/media/image/dapp/c1063804ac0547a698fc1aa29c01f9c0.blob,,https://matcha.xyz/,,,,,https://dune.xyz/projects/matcha,,,,,,,,,dex,amm,,
82,dydx,dydx,"Trade Perpetuals on a powerful open trading platform, backed by @a16z, @polychain, and Three Arrows Capital",,DYDX,https://dydx.exchange/,https://margin.dydx.exchange/margin/ETH-DAI,,,https://defillama.com/protocol/dydx,https://dune.xyz/projects/dydx,,https://whitepaper.dydx.exchange/,https://github.com/dydxprotocol,https://docs.dydx.exchange/#general,https://twitter.com/dydxprotocol,https://discord.com/invite/Tuze6tY,,https://medium.com/dydxderivatives,dex,amm,leverage,
83,dex tools,,"Search for new pools, add or remove liquidity in a pair, find the best gems and avoid the scams. Follow the best pairs through this tool with real-time graphics and transactions, add your pairs to favorites and much more. Follow the most relevant swaps. View and interact with multiple pairs on a single screen. Save, track and research wallets. ",,,https://www.dextools.io/app/,,,,,,,,,,,,,,defi-tool,dex,data,
84,Serto,,"Serto is decentralized identity platform aiming to make it easy for everyone to exchange data in a trusted, private and scalable way. Create decentralized identifiers (DIDs), and issue and validate verifiable credentials (VCs). Search and discover DIDs and VCs",https://uploads-ssl.webflow.com/5d8bc34a60283f28948dd30d/5fda7f13fcbea0dbff13f8a9_New%20serto%20logo%20blurple.svg,,https://www.serto.id/,,,,,,,,,,,,,,identity,,,
85,AMP,amp-token,"Amp is a decentralized collateral token, built on Ethereum, that enables instant transactions with digital assets",https://assets.coingecko.com/coins/images/12409/large/amp-200x200.png?1599625397,AMP,https://amptoken.org/,,,,,,,,,,,,,,infrastructure,,,
86,Aragon,aragon,Build your Decentralized Autonomous Organization on open-source infrastructure with governance plugins,https://s2.coinmarketcap.com/static/img/coins/200x200/1680.png,ANT,https://aragon.org/,,,,,,,,,,,,,,infrastructure,,,
87,Arbitrum,,"Next generation layer 2 for Ethereum dApps. Use your favorite tools and scale your dApp at the lowest cost. Arbitrum is a suite of Ethereum scaling solutions that enables high-throughput, low cost smart contracts while remaining trustlessly secure",https://portal.arbitrum.io/assets/arbitrum_logo.png,,https://arbitrum.io/,,,,,,,,,,,,,,infrastructure,,,
88,Chainlink,chainlink,"Chainlink decentralized oracle networks provide tamper-proof inputs, outputs, and computations to support advanced smart contracts on any blockchain",https://raw.githubusercontent.com/trustwallet/assets/master/blockchains/ethereum/assets/0x514910771AF9Ca656af840dff83E8264EcF986CA/logo.png,LINK,https://chain.link/,,,,,,,,,,,,,,infrastructure,oracle,,
89,Consensys,,Consensys develops full-stack Ethereum products to help developers build next-generation networks and enable enterprises to launch more powerful financial infrastructure,https://miro.medium.com/max/3150/1*HWsBYAT2n833Op1P3T_Osw.png,,https://consensys.net/,,,,,,,,,,,,,,infrastructure,,,
90,Bison Trails,,"Bison Trails provides a suite of easy-to-use infrastructure products and services on multiple blockchains. Run secure, fully managed node clusters; connect to blockchain data on 33 protocols to build Web3.0 applications; stake digital assets securely in 12 protocols; access structured blockchain data and transaction information",https://bisontrails.co/images/assets/brand-assets-2020/lockup/bison-trails-lockup-blue-transparent.png,,https://bisontrails.co/,,,,,,,,,,,,,,infrastructure,,,
91,Ethereum,,Ethereum is open access to digital money and data-friendly services for everyone – no matter your background or location. It's a community-built technology behind the cryptocurrency ether (ETH) and thousands of applications you can use today,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Ethereum-icon-purple.svg/1200px-Ethereum-icon-purple.svg.png,,https://ethereum.org/en/,,,,https://defillama.com/chain/Ethereum,,,,,,,,,,infrastructure,,,
92,Nucypher,nucypher,Cryptographic infrastructure for privacy-preserving applications,https://assets.coingecko.com/coins/images/3318/thumb/photo1198982838879365035.jpg?1547037916,NU,https://www.nucypher.com/,,,,,,,,,,,,,,infrastructure,security,,
93,Get block,,"GetBlock is a blockchain nodes provider. Connect to Bitcoin, Ethereum, Binance Smart Chain and other nodes with JSON-RPC, REST and WebSockets APIs","https://res.cloudinary.com/practicaldev/image/fetch/s--w47F9dJZ--/c_fill,f_auto,fl_progressive,h_320,q_auto,w_320/https://dev-to-uploads.s3.amazonaws.com/uploads/user/profile_image/488641/e44bcbd3-4b23-4235-98c0-0771a1e54ecc.png",,https://getblock.io/,,,,,,,,,,,,,,infrastructure,,,
94,Loom,loom-network-new,"Loom Network is a multichain interoperability platform that's connected to other major blockchains such as Ethereum, Binance Chain, and Tron.",https://cdn-images-1.medium.com/max/1200/1*K76UVoLq-FOL7l-_Fag-Qw@2x.png,LOOM,https://loomx.io/,,,,,,,,,,,,,,infrastructure,,,
95,Ren,republic-protocol,Access tokens from any blockchain using your existing smart contracts without having to worry about wrapping or unwrapping tokens.,https://raw.githubusercontent.com/trustwallet/assets/master/blockchains/ethereum/assets/0x408e41876cCCDC0F92210600ef50372656052a38/logo.png,REN,https://renproject.io/,,,,https://defillama.com/protocol/renvm,,,,,,,,,,infrastructure,,,
96,Ramp,,Allow people to buy crypto without leaving your dApp or wallet,https://s2.coinmarketcap.com/static/img/coins/200x200/7463.png,,https://ramp.network/,,,,,,,,,,,,,,infrastructure,,,
97,Skynet,,Decentralized storage without needing to run a node or wallet. Skynet also includes SDKs for popular programming languages and APIs that integrate seamlessly with your existing apps,,,https://siasky.net/,,,,,,,,,,https://twitter.com/SkynetLabs,https://discord.com/invite/skynetlabs,,,infrastructure,,,
98,UMA,,"UMA builds open-source infrastructure for “priceless” financial contracts on Ethereum. Specifically, this is two things: Priceless financial contract templates used to create synthetic tokens; Decentralized Oracle Service used to manage and enforce contracts on UMA. Together, these two technologies enable the creation of fast, efficient, and secure derivatives on Ethereum.",https://raw.githubusercontent.com/trustwallet/assets/master/blockchains/ethereum/assets/0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828/logo.png,,https://umaproject.org/,,,,https://defillama.com/protocol/uma-protocol,,,,,,,,,,infrastructure,,,
99,Wallet connect,,"WalletConnect is an open source protocol for connecting decentralised applications to mobile wallets with QR code scanning or deep linking. People can interact securely with any Dapp from their mobile phone, making WalletConnect wallets a safer choice compared to desktop or browser extension wallets.",https://walletconnect.org/walletconnect-logo.svg,,https://walletconnect.org/,,,,,,,,,,,,,,infrastructure,developer,wallet,
100,Coin98,,Coin98 is a multi-chain wallet & DeFi Gateway designed to seamlessly connect users to the crypto world in a safe and secure manner.,,,https://twitter.com/Coin98Analytics,,,,,,,,,,,,,,insight,,,
101,Crypto art data,,"Crypto Art Data is a platform that aggregates multiple datasets and creates indicators about the NFT space. As well as this, it also showcases some of the most expensive NFTs across multiple platforms",,,https://cryptoart.io/data,,,,,,,,,,,,,,insight,,,
102,Decrypt,,Decrypt is a journalistic platform that keeps its audience up to date with the lastest events happening in the cryptocurrency space.,,,https://decrypt.co,,,,,,,,,,,,,,insight,news,,
103,Defiant,,Defiant is a journalistic platform that keeps its audience up to date with the lastest events happening in the cryptocurrency space.,,,https://thedefiant.io/,,,,,,,,,,,,,,insight,news,,
104,Deribit insights,,Deribit Insights (subsidiary of Deribit Exchange) is a journalistic platform that keeps its audience up to date with the lastest events happening in the cryptocurrency space.,,,https://insights.deribit.com/,,,,,,,,,,,,,,insight,metrics,,
105,Dune analytics,,Dune Analytics is a platform that aggredates multiple datasets and creates indicators about protocols in the DeFi space.,,,https://duneanalytics.com/,,,,,,,,,,,,,,insight,metrics,analytics,
106,Gabriel Haines,,Gabriel Haines is a public figure who creates both short and long form content to educate people about the cryptocurrency space ,,,http://YouTube.com/gabrielhaines,,,,,,,,,,https://twitter.com/gabrielhaines,,,,insight,news,,
107,Messari,,"Messari is a platform that aggredates multiple datasets and creates dashboards for users to explore information about asset prices, DeFi statistics, research papers and more.",https://pbs.twimg.com/profile_images/1085325338685640704/TNls9ggU_400x400.jpg,,https://messari.io/,,,,,,,,,,,,,,insight,metrics,analytics,
108,Nansen,,,,,https://www.nansen.ai/,,,,,,,,,,,,,,insight,metrics,analytics,
109,Rekt,,Rekt is an exploit tracker on the Ethereum network - it tracks how much money was lost in the exploit and as well who audited the protocol (if any),,,https://rekt.eth.link/,,,,,,,,,,,,,,insight,news,,
110,Santiment,,Santiment is a platform that aggredates multiple datasets and creates dashboards for users to explore information about the cryptocurrency space.,,,https://app.santiment.net/,,,,,,,,,,,,,,insight,,,
111,The daily gwei,,The Daily Gwei is a daily newsletter created by influencer Anthony Sassano about the Ethereum ecosystem.,,,https://thedailygwei.substack.com/,,,,,,,,,,,,,,insight,news,,
112,Token daily,,Token daily is a journalistic platform that keeps its audience up to date with the lastest events happening in the cryptocurrency space.,,,https://www.tokendaily.co/,,,,,,,,,,,,,,insight,news,,
113,Crypto fees,,Crypto Fees aggregates the generated fees of multiple crypto platforms (Layer 1's and Layer 2's) and displays them in a ranked order from highest generated fees to lowest.,,,https://cryptofees.info/,,,,,,,,,,,,,,insight,metrics,,
114,Rekt Feed,,Crypto trends in real time,,,https://feed.rekt.news/,,,,,,,,,,,,,,insight,,,
115,Rekt Leaderboard,,A catalogue of crypto exploits and hacks,,,https://www.rekt.news/leaderboard/,,,,,,,,,,,,,,insight,,,
116,Crypto fees,,"CryptoFees.info is a website displaying fee data for blockchains and blockchain applications, like decentralized exchanges, lending protocols, etc.",,,https://cryptofees.info/,,,,,,,,,,,,,,insight,metrics,,
117,Eth burned,,The more Ethereum is used... the more ETH is burned,,,https://ethburned.info/,,,,,,,,,,,,,,insight,metrics,,
118,Money movers,,Which blockchain is settling more value?,,,https://money-movers.info/,,,,,,,,,,,,,,insight,metrics,,
119,Open orgs,,DAOs are the new companies. What's on their balance sheets?,,,https://open-orgs.info/,,,,,,,,,,,,,,insight,metrics,analytics,
120,Ethereum nodes,,Dashboard of all Ethereum nodes and their current status,,,https://ethereumnodes.com/,,,,,,,,,,,,,,insight,metrics,,
121,Coin particle,,Cryptocurrency price visualisations,,,https://www.coinparticle.com/price/changes/24hour,,,,,,,,,,,,,,insight,metrics,,
122,Nexus mutual,,"People can join the mutual and become members. Members can buy cover to protect against material losses when transferring funds into a protocol’s smart contracts or keeping funds with a custodian. Nexus Mutual is a discretionary mutual. Each member can hold NXM tokens, which represent proportional ownership of the mutual. The mutual runs on the Ethereum blockchain.",https://assets.coingecko.com/coins/images/11890/thumb/wrapped-nexus-mutual.jpg?1595811559,,https://nexusmutual.io/,,,,,,,,,,,,,,insurance,,,
123,CryptoJobsList,,Discover over 2148+ open Cryptocurrency Jobs and Blockchain Jobs on Crypto Jobs List — the #1 site to find and post jobs. Connect with companies hiring in a few clicks and begin your next experience in the industry.,,,https://cryptojobslist.com/,,,,,,,,,,,,,,jobs,developer,,
124,Cryptocurrency Jobs,,The leading job board for blockchain jobs and cryptocurrency jobs. Cryptocurrency Jobs curates the best new blockchain jobs at leading companies and startups that use blockchain technology.,,,https://cryptocurrencyjobs.co/,,,,,,,,,,,,,,jobs,developer,,
125,Proof of Talent,,"Proof of Talent is a contingency based recruiting firm that works exclusively with companies in the blockchain and cryptocurrency industry. We specialize in working with talent that is most important to growth in blockchain. Full stack engineers, protocol developers, product managers, marketing and growth experts, sales & business development, designers, and more.",,,https://proofoftalent.co/,,,,,,,,,,,,,,jobs,developer,,
126,Gitcoin Earn,,"Millions of dollars flow into projects on Gitcoin. Earn by participating in sponsored hackathons, bounties, and funded community grants.",,,https://gitcoin.co/earn,,,,,,,,,,,,,,jobs,developer,,
127,Staking rewards,,Staking Rewards is the leading data provider for staking and crypto-growth tools. They are currently tracking 230 yield-bearing assets with an average reward rate of 14.95% and 24783 qualified providers.,https://www.stakingrewards.com/static/images/icon.svg,,https://www.stakingrewards.com/,,,,,,,,,,,,,,learning,,,
128,Crypto Testers,,"Cryptotesters is your go-to resource to navigate the crypto universe. We help you find the best cryptocurrency exchanges, wallets and much more.",,,https://cryptotesters.com/,,,,,,,,,,https://twitter.com/cryptotesters,,,,learning,,,
129,Tx Street,,TxStreet is a live blockchain transaction and mempool visualizer. Each person represents a single transaction happening in real time. Each house represents a type of transaction. Each bus represents a future block.,,,https://txstreet.com/,,,,,,,,,,https://twitter.com/txstreetCom,,,,learning,,,
130,Gitcoin quests,,"Gitcoin Quests is a fun, gamified way to learn about the web3 ecosystem, compete with your friends, earn rewards, and level up your decentralization-fu! Explore. Learn. Battle Baddies. Win Rewards.",,,https://gitcoin.co/quests,,,,,,,,,,,,,,learning,developer,,
131,Rabbithole,,"Earn crypto by using the latest decentralized apps. Become an early adopter of new projects, and earn crypto as a reward.",,,https://rabbithole.gg/,https://rabbithole.gg/,,,,,,,,,,,,,learning,,,
132,Unmask crypto,,Unmask Crypto is a platform that educates you on the many benefits and risks involved in owning and trading cryptocurrency.,,,https://unmaskcrypto.com/,,,,,,,,,,,,,,learning,,,
133,Binance academy,,"Welcome to Binance Academy! We're on a mission to educate the masses on the transformative potential of cryptocurrency and blockchain technology. On this website, you'll find over 280 articles covering everything from computer security to economics. Oh, and they're in 21 different languages.",,,https://academy.binance.com/en,,,,,,,,,,,,,,learning,,,
134,Gemini cryptopedia,,"Cryptopedia is a platform where experts can deliver a deeper level of knowledge about their crypto projects. Learn about some of the most prominent, promising, and innovative crypto protocols in the world directly from the people that created them. ",,,https://www.gemini.com/cryptopedia,,,,,,,,,,,,,,learning,,,
135,The daily ape,,"The Daily Ape is your resource for all things degen. This free, resource-driven Telegram group aggregates the top tweets, stories and developments from established and rising projects and shares them in a daily update to stay informed on the latest progressions in DeFi and beyond.",,,https://thedailyape.notion.site/thedailyape/Directory-c96c0b6727c0433a962e897ef43efb7e,,,,,,,,,,,,,,learning,,,
136,Blockchain glossary by Bison Trails,,This living document by Bison Trails is a non-exhaustive list of key blockchain terms. Click through on each term for a longer explanation.,,,https://bisontrails.co/terminology/,,,,,,,,,,,,,,learning,,,
137,StakeDAO,,Your end-to-end learning hub for all things Crypto and DeFi,,,https://academy.stakedao.org/,,,,,,,,,,,,,,learning,,,
138,APE SZN,,APE SZN is a cryptocurrency related merchandise store created by Alex Wice,,,https://apeszn.com/,,,,,,,,,,,,,,merch,,,
139,Cryptolife,,"CryptoLife offers a comprehensive portfolio of textiles, textile finishing and merchandise related to cryptocurrencies.",,,https://cryptolife.shop/,,,,,,,,,,,,,,merch,,,
140,loldefi,,loldefi is a crypto and defi inspired lifestyle brand that works closely with defi protocals to create cryptocurrency related merchandise ,,,https://loldefi.com/,,,,,,,,,,,,,,merch,,,
141,Metafactory,,"Metafactory offers a comprehensive portfolio of textiles, textile finishing and merchandise related to cryptocurrencies.",,,https://metafactory.ai/,,,,,,,,,,,,,,merch,,,
142,Sushiswag,,SushiSwag is a community-driven merchandise program for the DeFi platform sushi.com,,,https://sushiswag.com/,,,,,,,,,,,,,,merch,,,
143,Coingecko,,"CoinGecko provides a fundamental analysis of the crypto market. In addition to tracking price, volume and market capitalization, CoinGecko tracks community growth, open-source code development, major events and on-chain metrics.",,,https://www.coingecko.com/,,,,,,,,,,,,,,metrics,portfolio,,
144,Alchemy DAO,,"Turn your NFTs into liquid, community controlled assets that can be traded, vote and control all your NFTs.Create funds, communities, split collections between friends and all with no coding or technical experience.",,,https://alchemydao.com/,,https://etherscan.io/address/0xdc2778E19C7F32D2Cf0c4c90B705Fb702Aa94150#code,https://www.coingecko.com/en/coins/alchemy-dao,,,,,https://github.com/AlchemyDAO,https://docs.alchemydao.com,https://twitter.com/alchemydao,https://discord.gg/mMMGBrbqHG,,,nft,,,
145,Cryptovoxels,,"Cryptovoxels is a virtual world and metaverse, powered by the Ethereum blockchain. Players can buy land and build stores and art galleries. Editing tools, avatars and text chat are built in.",,,https://www.cryptovoxels.com/,,,,,,,,,,,,https://t.me/AlchemyOfficial,,nft,metaverse,,
146,Ethereum Name Service,,"Decentralised naming for wallets, websites, and more",,,https://ens.domains/,,,,,,,,,,,,,,nft,,,
147,Nifty ink,,"Nifty Ink is a platform that combines a lot of meta transactions, burner wallets, side chains, and bridges to create a Web2 like experience that “upgrades” to the Ethereum mainnet. This enables NFTs to be uploaded onto the Ethereum mainnet with little expense ",,,https://nifty.ink/,,,,,,,,,,,,,,nft,marketplace,,
148,Opensea,,Opensea is a NFT exchange platform that allows users to buy and sell NFTs on the ethereum network.,,,https://opensea.io/,,,,,,,,,,,,,,nft,marketplace,,
149,Decentraland,,"Decentraland is a decentralized virtual reality platform powered by the Ethereum blockchain. Within the Decentraland platform, users can create, experience, and monetize their content and applications.",https://assets.coingecko.com/coins/images/878/thumb/decentraland-mana.png?1550108745,,https://decentraland.org/,,,,,,,,,,,,,,nft,,,
150,Seascape,,"Seascape Network aims to create an environment that will allow users, developers and stakeholders to play, earn and share experiences in an incentivized way. The network is set to provide a method for self-education on blockchain and related finance in a fun and engaging way.",,,https://app.seascape.network/,,,,,,,,,,,,,,nft,marketplace,,
151,Superrare,,Superrare is a NFT exchange platform that allows users to buy and sell NFTs on the ethereum network.,,,https://www.superrare.co/,,,,,,,,,,,,,,nft,marketplace,,
152,Foundation,,Foundation is a NFT exchange platform that allows users to buy and sell NFTs on the ethereum network.,,,https://foundation.app,,,,,,,,,,,,,,nft,marketplace,,
153,Masterpiece,,NFT aggregator – view collections across platforms,,,https://masterpiece.so/,,,,,,,,,,,,,,nft,marketplace,,
154,Aavegotchi,,Aavegotchi is a DeFi-enabled crypto collectibles game developed by Singapore-based Pixelcraft Studios that allows players to stake Non-fungible tokens (NFTs) avatars with interest-generating tokens and interact with the Aavegotchi metaverse. It is a unique combination of Decentralized Finance (DeFi) and NFTs.,https://assets.coingecko.com/coins/images/12467/thumb/ghst_200.png?1600750321,,https://aavegotchi.com/,,,,,,,,,,,,,,nft,,,
155,Axie infinity,,"Axie Infinity is a Pokémon-inspired universe NFT project where anyone can earn tokens through skilled gameplay and contributions to the ecosystem. Players can battle, collect, raise, and build a land-based kingdom for their pets.
",https://assets.coingecko.com/coins/images/13029/thumb/axie_infinity_logo.png?1604471082,,https://axieinfinity.com/,,,,,,,,,,,,,,nft,,,
156,Blackpool,,"BlackPool is the first decentralised autonomous organisation (DAO) built solely for NFT gaming and trading. Their strategies will be based on their long-term passion for gaming and art, as they combine professional data analytics and machine learning to provide the best returns for their users.",,,https://www.blackpool.finance/,,,,,,,,,,,,,,nft,,,
157,Cometh,,"Cometh is a defi powered game with yield generating NFT. Get a spaceship, explore the galaxy and earn tokens.",,,https://www.cometh.io/,,,,,,,,,,,,,,nft,,,
158,Degendata,,Degendata is a platform that aggredates NFT projects and showcases them for users to gain easy access.,,,https://degendata.io/,,,,,,,,,,,,,,nft,,,
159,Doki doki,,Doki doki is a decentralized #NFT Vending Machine | Make collecting fun & inspire digital creations,https://assets.coingecko.com/coins/images/12759/thumb/doki_logo.png?1602338064,,https://dokidoki.finance/,,,,,,,,,,,,,,nft,marketplace,,
160,Neon district,,Neon District is a cyberpunk role-playing adventure by blockade games. Strategize and fight to progress through a sci-fi dystopia while collecting characters and gear backed with blockchain technology.,,,https://neondistrict.io/,,,,,,,,,,,,,,nft,,,
161,Palm,,"Palm is a new NFT ecosystem for culture and creativity, built efficiently with Ethereum. The Palm ecosystem features low gas costs, fast transaction finality, and is over 99.9% more energy efficient than Proof of Work systems.",,,https://palm.io/,,,,,,,,,,,,,,nft,,,
162,Mandalas,,"Mandalas are procedurelly generated bitmaps recorded as NFT on ethereum. There are millions of millions of them, (2^160)-1 to be exact.",,,https://mandalas.eth.link/,,,,,,,,,,,,,,nft,,,
163,Rarible,,Rarible is a NFT exchange platform that allows users to buy and sell NFTs on the ethereum network.,https://assets.coingecko.com/coins/images/11845/thumb/Rari.png?1594946953,,https://rarible.com,,,,,,,,,,,,,,nft,marketplace,,
164,Mooncats,,"Mooncats is an early ethereum NFT project that has 25,600 NFTs minted.",,,https://mooncatrescue.com/,,,,,,,,,,,,,,nft,,,
165,SAK3,,Sak3 is a limited edition (200 Pieces) Sake that is tradeable on sushi.com,,,https://sake.sushi.com/,,,,,,,,,,,,,,nft,,,
166,Etherphrocks,,Ether Phrocks - right facing rocks on the blockchain,,,https://etherphrock.com,,,,,,,,,,,,,,nft,,,
167,Ratwell,,,,,https://zora.co/ratwell,,,,,,,,,,,,,,nft,,,
168,Meebits,,"The Meebits are 20,000 unique 3D voxel characters, created by a custom generative algorithm, then registered on the Ethereum blockchain.",,,https://opensea.io/collection/meebits,,,,,,,,,,,,,,nft,,,
169,Loot,,"Loot is randomized adventurer gear generated and stored on chain. Stats, images, and other functionality are intentionally omitted for others to interpret. Feel free to use Loot in any way you want.",,,https://opensea.io/collection/lootproject,,,,,,,,,,,,,,nft,,,
170,Bored Ape Yacht Club,,"The Bored Ape Yacht Club is a collection of 10,000 unique Bored Ape NFTs— unique digital collectibles living on the Ethereum blockchain.",,,https://opensea.io/collection/boredapeyachtclub,,,,,,,,,,,,,,nft,,,
171,Cool cats,,"Cool Cats is a collection of 9,999 randomly generated and stylistically curated NFTs",,,https://opensea.io/collection/cool-cats-nft,,,,,,,,,,,,,,nft,,,
172,Punks,,"CryptoPunks launched as a fixed set of 10,000 items in mid-2017 and became one of the inspirations for the ERC-721 standard",,,https://opensea.io/collection/cryptopunks,,,,,,,,,,,,,,nft,,,
173,Mutant Ape Yacht Club,,"The MUTANT APE YACHT CLUB is a collection of up to 20,000 Mutant Apes that can only be created by exposing an existing Bored Ape to a vial of MUTANT SERUM",,,https://opensea.io/collection/mutant-ape-yacht-club,,,,,,,,,,,,,,nft,,,
174,Art blocks curated,,,,,https://opensea.io/collection/art-blocks,,,,,,,,,,,,,,nft,,,
